"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Halfway","0","0","8","0","0.40","0.40","0.05","0.04","20.0","0.07","0.20","113","0.17","2015-08-02","253150"
"The Empty Inn","0","0","8","0","0.81","0.81","0.10","0.30","-200.0","1.03","2.24","22","0.35","2015-07-29","385580"
"Starchaser: Priestess of the Night Sky","0","0","8","0","1.13","1.13","0.14","0.17","-21.4","0.05","0.98","28","0.49","2015-07-25","365850"
"Way of the Samurai 4","0","0","8","0","0.39","0.39","0.05","0.03","40.0","0.05","0.06","164","0.17","2015-07-23","312780"
"Yasai Ninja","0","0","8","0","1.00","1.00","0.12","0.17","-41.7","0.03","0.18","47","0.42","2015-07-21","372150"
"Curse of the Assassin","0","0","8","0","0.44","0.44","0.06","0.03","50.0","0.10","0.10","49","0.21","2015-07-21","335450"
"Guild of Dungeoneering Ultimate Edition","0","0","8","0","0.32","0.32","0.04","0.03","25.0","0.05","0.10","239","0.14","2015-07-17","317820"
"AR-K: The Great Escape","0","0","8","0","0.28","0.28","0.04","0.29","-625.0","0.13","0.05","97","0.14","2015-07-14","368890"
"Badland Bandits","0","0","8","0","0.77","0.77","0.10","0.22","-120.0","2.62","0.08","35","0.35","2015-07-11","378480"
"Haunted","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.08","0.03","115","0.17","2015-07-10","260550"
"Warhammer 40,000: Dawn of War - Game of the Year Edition","0","0","8","0","0.45","0.45","0.06","0.04","33.3","0.04","0.04","457","0.21","2015-07-06","4570"
"Cosmonautica","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.13","0.05","171","0.17","2015-06-29","320340"
"Pizza Express","0","0","8","0","0.36","0.36","0.04","0.03","25.0","0.06","0.03","109","0.14","2015-06-25","375250"
"Sumo Revise","0","0","8","0","0.39","0.39","0.05","0.04","20.0","0.03","0.03","88","0.17","2015-06-25","379290"
"Metro Conflict","0","0","8","0","1.03","1.03","0.13","1.21","-830.8","0.32","0.22","47","0.45","2015-06-22","356640"
"Echo of Soul","0","0","8","0","0.94","0.94","0.12","0.17","-41.7","0.09","0.36","58","0.42","2015-06-22","290140"
"Aero's Quest","0","0","8","0","0.52","0.52","0.07","0.24","-242.9","0.15","0.11","32","0.24","2015-06-20","367780"
"Airship Dragoon","0","0","8","0","0.61","0.61","0.08","0.45","-462.5","0.05","0.05","25","0.28","2015-06-18","308380"
"Victor Vran","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.04","0.04","603","0.14","2015-06-17","345180"
"Hamlet or the last game without MMORPG features, shaders and product placement","0","0","8","0","0.35","0.35","0.04","0.02","50.0","0.03","0.03","147","0.14","2015-06-15","222160"
"Crookz - The Big Heist","0","0","8","0","0.45","0.45","0.06","0.05","16.7","0.13","0.05","93","0.21","2015-06-13","310490"
"Anna's Quest","0","0","8","0","0.32","0.32","0.04","0.02","50.0","0.06","0.03","366","0.14","2015-06-12","327220"
"Distant Star: Revenant Fleet","0","0","8","0","0.43","0.43","0.05","0.71","-1,320.0","0.37","0.37","49","0.17","2015-06-12","335830"
"Alone in the Dark: Illumination","0","0","8","0","0.98","0.98","0.12","0.15","-25.0","0.07","0.18","21","0.42","2015-06-11","275060"
"Grand Class Melee 2","0","0","8","0","0.55","0.55","0.07","0.18","-157.1","0.36","0.04","22","0.24","2015-06-09","340440"
"Airport Madness: World Edition","0","0","8","0","0.54","0.54","0.07","0.04","42.9","0.07","0.07","62","0.24","2015-06-09","369290"
"Fox & Flock","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.06","0.03","118","0.14","2015-06-09","377760"
"Axis Football 2015","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.03","0.03","85","0.17","2015-06-05","370090"
"FreeStyle 2: Street Basketball","0","0","8","0","0.45","0.45","0.06","0.03","50.0","0.06","0.06","236","0.21","2015-06-05","339610"
"Card Dungeon","0","0","8","0","0.77","0.77","0.10","0.49","-390.0","1.00","1.45","22","0.35","2015-06-02","361130"
"SimpleRockets","0","0","8","0","0.41","0.41","0.05","0.06","-20.0","0.24","0.07","96","0.17","2015-06-01","343090"
"Hyperdimension Neptunia Re;Birth2 Sisters Generation","0","0","8","0","0.75","0.75","0.09","0.09","0.0","0.07","0.10","143","0.31","2015-05-29","351710"
"Subject 13","0","0","8","0","0.32","0.32","0.04","0.04","0.0","0.04","0.07","136","0.14","2015-05-29","322970"
"Space Rogue","0","0","8","0","0.47","0.47","0.06","0.03","50.0","2.20","0.19","65","0.21","2015-05-26","364300"
"UFHO2","0","0","8","0","1.89","1.89","0.24","0.67","-179.2","3.19","4.24","24","0.83","2015-05-26","348840"
"Oil Enterprise","0","0","8","0","0.61","0.61","0.08","0.06","25.0","0.82","0.86","62","0.28","2015-05-22","353630"
"BADLAND: Game of the Year Edition","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.03","0.19","175","0.17","2015-05-22","269670"
"Sunset","0","0","8","0","0.77","0.77","0.10","0.16","-60.0","0.07","1.90","28","0.35","2015-05-21","287600"
"Roche Fusion","0","0","8","0","0.53","0.53","0.07","N/A","0.0","0.24","0.66","32","0.24","2015-05-18","334140"
"Higurashi When They Cry Hou - Ch.1 Onikakushi","0","0","8","0","0.77","0.77","0.10","0.09","10.0","0.12","0.04","100","0.35","2015-05-15","310360"
"Galactic Civilizations III","0","0","8","0","0.36","0.36","0.04","0.03","25.0","0.05","0.31","278","0.14","2015-05-14","226860"
"Inside My Radio","0","0","8","0","0.45","0.45","0.06","0.03","50.0","0.11","0.04","54","0.21","2015-05-13","357720"
"FINAL FANTASY IV: THE AFTER YEARS","0","0","8","0","0.73","0.73","0.09","0.10","-11.1","0.06","0.29","69","0.31","2015-05-12","346830"
"Oscura: Lost Light","0","0","8","0","0.68","0.68","0.09","0.12","-33.3","0.21","0.37","25","0.31","2015-05-11","320520"
"Boss Monster","0","0","8","0","0.63","0.63","0.08","0.12","-50.0","0.36","0.12","41","0.28","2015-05-08","362350"
"Black Mesa","0","0","8","0","0.48","0.48","0.06","0.04","33.3","0.05","0.04","2026","0.21","2015-05-05","362890"
"Dungeons 2","0","0","8","0","0.32","0.32","0.04","0.03","25.0","0.03","0.03","990","0.14","2015-04-25","262280"
"ArcheAge","0","0","8","0","0.43","0.43","0.05","0.06","-20.0","0.06","0.05","144","0.17","2015-04-24","304030"
"Snakebird","0","0","8","0","0.47","0.47","0.06","0.04","33.3","0.20","0.03","102","0.21","2015-04-22","357300"
"Toy Wars Invasion","0","0","8","0","1.45","1.45","0.18","N/A","0.0","3.99","2.72","15","0.63","2015-04-22","346490"
"Judge Dredd: Countdown Sector 106","0","0","8","0","0.89","0.89","0.11","0.16","-45.5","11.14","0.29","27","0.38","2015-04-22","352080"
"The Clans - Saga of the Twins","0","0","8","0","0.28","0.28","0.04","0.02","50.0","0.03","0.04","113","0.14","2015-04-21","342090"
"Lovely Planet","0","0","8","0","0.36","0.36","0.04","0.02","50.0","0.03","0.03","164","0.14","2015-04-20","298600"
"Elder Sign: Omens","0","0","8","0","0.79","0.79","0.10","0.23","-130.0","0.07","0.66","82","0.35","2015-04-17","257670"
"Coffin Dodgers","0","0","8","0","0.40","0.40","0.05","0.02","60.0","0.10","0.09","127","0.17","2015-04-17","320540"
"NEON STRUCT","0","0","8","0","0.48","0.48","0.06","0.10","-66.7","0.05","0.06","32","0.21","2015-04-16","310740"
"Mushroom Men: Truffle Trouble","0","0","8","0","0.44","0.44","0.05","0.05","0.0","0.48","0.04","49","0.17","2015-04-11","222180"
"Asguaard","0","0","8","0","0.40","0.40","0.05","0.44","-780.0","0.44","0.06","41","0.17","2015-04-10","332380"
"Strife","0","0","8","0","0.74","0.74","0.09","0.17","-88.9","0.17","0.31","24","0.31","2015-04-09","339280"
"Into The Gloom","0","0","8","0","0.55","0.55","0.07","0.25","-257.1","0.05","0.60","33","0.24","2015-04-07","342350"
"Chroma Squad","0","0","8","0","0.32","0.32","0.04","0.03","25.0","0.04","0.04","513","0.14","2015-04-01","251130"
"Will Fight for Food: Super Actual Sellout: Game of the Hour","0","0","8","0","0.44","0.44","0.06","0.07","-16.7","0.25","0.03","40","0.21","2015-04-01","307210"
"The Defenders: The Second Wave","0","0","8","0","0.41","0.41","0.05","0.04","20.0","1.03","0.03","73","0.17","2015-03-31","351400"
"An Octave Higher","0","0","8","0","0.43","0.43","0.05","0.12","-140.0","0.06","0.17","52","0.17","2015-03-30","352780"
"Princess Evangile","0","0","8","0","0.72","0.72","0.09","0.09","0.0","0.06","0.11","71","0.31","2015-03-27","344630"
"Pixel Puzzles 2: Anime","0","0","8","0","0.32","0.32","0.04","0.02","50.0","0.03","0.03","625","0.14","2015-03-27","350810"
"RIDE: Game","0","0","8","0","0.35","0.35","0.04","0.03","25.0","0.05","0.06","173","0.14","2015-03-27","345660"
"Pillars of Eternity","0","0","8","0","0.37","0.37","0.05","0.03","40.0","0.05","0.05","993","0.17","2015-03-24","291650"
"I Have No Mouth, and I Must Scream","0","0","8","0","0.61","0.61","0.08","0.07","12.5","0.05","0.08","74","0.28","2015-03-19","245390"
"Leviathan: The Last Day of the Decade","0","0","8","0","0.48","0.48","0.06","0.04","33.3","0.04","0.03","67","0.21","2015-03-17","328270"
"Starship Traveller","0","0","8","0","0.46","0.46","0.06","0.05","16.7","0.05","0.04","38","0.21","2015-03-12","348180"
"StarCrawlers","0","0","8","0","0.39","0.39","0.05","0.04","20.0","0.18","0.07","114","0.17","2015-03-10","318970"
"Zombie Army Trilogy","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.06","0.04","1287","0.14","2015-03-06","301640"
"Requiem","0","0","8","0","0.63","0.63","0.08","0.17","-112.5","0.22","0.23","50","0.28","2015-03-04","289780"
"Social Justice Warriors","0","0","8","0","0.44","0.44","0.06","0.05","16.7","0.52","0.06","24","0.21","2015-02-27","348270"
"BLACKHOLE","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.03","0.07","128","0.17","2015-02-27","322680"
"Septerra Core","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.03","0.03","1020","0.17","2015-02-25","253940"
"Resident Evil Revelations 2","0","0","8","0","0.39","0.39","0.05","0.03","40.0","0.03","0.03","1865","0.17","2015-02-25","287290"
"Tormentum - Dark Sorrow","0","0","8","0","0.79","0.79","0.10","0.20","-100.0","0.05","0.30","108","0.35","2015-02-24","335000"
"Agarest: Generations of War 2","0","0","8","0","1.18","1.18","0.15","0.14","6.7","0.06","0.22","48","0.52","2015-02-20","312790"
"INIT.","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.04","0.05","41","0.17","2015-02-16","348980"
"Blackguards 2","0","0","8","0","0.34","0.34","0.04","0.03","25.0","0.05","0.04","249","0.14","2015-02-16","314830"
"Solar War","0","0","8","0","1.24","1.24","0.15","1.58","-953.3","0.87","1.20","34","0.52","2015-02-09","340880"
"Tasty Blue","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.12","0.08","83","0.17","2015-02-05","345200"
"NEKOPARA Vol. 1","0","0","8","0","0.81","0.81","0.10","0.09","10.0","0.06","0.06","375","0.35","2015-02-04","333600"
"Wickland","0","0","8","0","0.39","0.39","0.05","0.02","60.0","0.03","0.04","113","0.17","2015-02-04","321260"
"Crashed Lander","0","0","8","0","0.63","0.63","0.08","0.17","-112.5","0.07","0.05","29","0.28","2015-02-03","340450"
"Stardust Vanguards","0","0","8","0","0.37","0.37","0.05","0.02","60.0","0.04","0.03","125","0.17","2015-02-02","341530"
"eden*","0","0","8","0","0.67","0.67","0.08","0.10","-25.0","0.05","0.10","103","0.28","2015-01-30","315810"
"Drive to Hell","0","0","8","0","0.57","0.57","0.07","0.04","42.9","0.05","0.05","37","0.24","2015-01-30","334840"
"Humanity Asset","0","0","8","0","0.27","0.27","0.03","0.02","33.3","0.03","0.03","328","0.10","2015-01-29","271640"
"Hypnosis","0","0","8","0","1.19","1.19","0.15","0.15","0.0","0.27","2.55","32","0.52","2015-01-28","343430"
"Dying Light","0","0","8","0","0.39","0.39","0.05","0.03","40.0","0.05","0.05","10743","0.17","2015-01-27","239140"
"Tulpa","0","0","8","0","0.83","0.83","0.10","0.09","10.0","0.54","0.93","47","0.35","2015-01-25","331340"
"TRISTOY","0","0","8","0","0.77","0.77","0.10","0.14","-40.0","0.03","0.06","43","0.35","2015-01-21","303260"
"HuniePop","0","0","8","0","0.70","0.70","0.09","0.09","0.0","0.05","0.08","338","0.31","2015-01-19","339800"
"Soul Gambler","0","0","8","0","0.27","0.27","0.03","0.02","33.3","0.03","0.03","1032","0.10","2015-01-16","313020"
"X-note","0","0","8","0","0.43","0.43","0.05","0.04","20.0","0.04","0.18","70","0.17","2015-01-16","337940"
"Tales of Aravorn: Seasons Of The Wolf","0","0","8","0","0.89","0.89","0.11","N/A","0.0","2.51","7.62","20","0.38","2015-01-15","333390"
"War, the Game","0","0","8","0","0.35","0.35","0.04","0.02","50.0","0.06","0.21","102","0.14","2015-01-14","322900"
"Disorder","0","0","8","0","1.08","1.08","0.14","N/A","0.0","2.30","0.17","61","0.49","2015-01-13","322080"
"dUpLicity ~Beyond the Lies~","0","0","8","0","0.43","0.43","0.05","0.05","0.0","0.09","0.04","41","0.17","2015-01-08","335690"
"Rock of Ages","0","0","8","0","0.38","0.38","0.05","0.04","20.0","0.21","0.04","183","0.17","2015-01-05","22230"
"Caribbean!","0","0","8","0","0.61","0.61","0.08","0.09","-12.5","0.62","0.19","84","0.28","2014-12-25","293010"
"Geometry Dash","0","0","8","0","0.44","0.44","0.06","0.03","50.0","0.04","0.03","3483","0.21","2014-12-23","322170"
"Tales of Maj'Eyal","0","0","8","0","0.36","0.36","0.04","0.02","50.0","0.04","0.07","185","0.14","2014-12-18","259680"
"If My Heart Had Wings","0","0","8","0","0.67","0.67","0.08","0.10","-25.0","0.07","0.07","148","0.28","2014-12-17","326480"
"Heroine's Quest: The Herald of Ragnarok","0","0","8","0","1.34","1.34","0.17","0.12","29.4","0.11","0.07","25","0.59","2014-12-11","283880"
"Voice Of Pripyat","0","0","8","0","1.18","1.18","0.15","0.30","-100.0","0.09","0.04","20","0.52","2014-12-11","269530"
"Enola","0","0","8","0","0.42","0.42","0.05","0.04","20.0","0.06","0.04","72","0.17","2014-12-11","263520"
"Strife: Veteran Edition","0","0","8","0","0.40","0.40","0.05","0.05","0.0","0.04","0.05","106","0.17","2014-12-10","317040"
"Particulars","0","0","8","0","0.57","0.57","0.07","0.08","-14.3","0.16","0.03","26","0.24","2014-11-26","259470"
"Lost Saga North America","0","0","8","0","0.86","0.86","0.11","0.10","9.1","0.07","0.21","70","0.38","2014-11-26","266150"
"Zeno Clash","0","0","8","0","0.39","0.39","0.05","0.02","60.0","0.04","0.04","146","0.17","2014-11-26","22200"
"The Good Life","0","0","8","0","0.48","0.48","0.06","0.13","-116.7","2.14","0.16","45","0.21","2014-11-21","293340"
"Basketball Pro Management 2015","0","0","8","0","1.11","1.11","0.14","0.14","0.0","1.24","1.52","21","0.49","2014-11-21","310880"
"StuntMANIA Reloaded","0","0","8","0","0.39","0.39","0.05","0.03","40.0","0.11","0.03","41","0.17","2014-11-19","324750"
"Toybox Turbos","0","0","8","0","0.37","0.37","0.05","0.03","40.0","0.03","0.03","170","0.17","2014-11-11","287260"
"Millennium 5 - The Battle of the Millennium","0","0","8","0","0.24","0.24","0.03","0.03","0.0","0.05","0.05","137","0.10","2014-11-08","298850"
"The Detail","0","0","8","0","0.26","0.26","0.03","0.02","33.3","0.03","0.03","160","0.10","2014-10-28","319970"
"Buzz Aldrin's Space Program Manager","0","0","8","0","1.01","1.01","0.13","0.14","-7.7","1.21","0.42","46","0.45","2014-10-28","308270"
"REVOLVER360 RE:ACTOR","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.21","0.46","99","0.17","2014-10-24","313400"
"Frozen Hearth","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.03","0.03","182","0.17","2014-10-24","257890"
"Dustforce","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.03","0.04","138","0.17","2014-10-24","65300"
"Sid Meier's Civilization: Beyond Earth","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.05","0.09","890","0.14","2014-10-23","65980"
"Dreamfall Chapters","0","0","8","0","0.73","0.73","0.09","0.08","11.1","0.05","0.49","180","0.31","2014-10-21","237850"
"Captain Morgane and the Golden Turtle","0","0","8","0","0.39","0.39","0.05","0.33","-560.0","0.18","0.25","44","0.17","2014-10-20","264320"
"Blob From Space","0","0","8","0","0.31","0.31","0.04","0.02","50.0","0.03","0.03","143","0.14","2014-10-15","315070"
"Gabriel Knight - Sins of the Fathers","0","0","8","0","0.45","0.45","0.06","2.41","-3,916.7","0.10","0.05","69","0.21","2014-10-14","262000"
"The Forest of Doom","0","0","8","0","0.39","0.39","0.05","0.04","20.0","0.04","0.05","102","0.17","2014-10-14","270490"
"The Evil Within","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.04","0.04","1164","0.17","2014-10-13","268050"
"Sproggiwood","0","0","8","0","0.43","0.43","0.05","0.12","-140.0","0.12","0.08","45","0.17","2014-10-13","311720"
"Alpha Kimori™ Episode One","0","0","8","0","0.44","0.44","0.06","0.05","16.7","0.09","0.04","70","0.21","2014-10-13","265870"
"Legend of Grimrock 2","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.05","0.05","179","0.17","2014-10-07","251730"
"Warmachine Tactics","0","0","8","0","0.39","0.39","0.05","0.03","40.0","0.05","0.05","131","0.17","2014-10-07","253510"
"Sakura Spirit","0","0","8","0","0.76","0.76","0.09","0.10","-11.1","0.04","0.06","109","0.31","2014-10-01","313740"
"STARWHAL","0","0","8","0","0.49","0.49","0.06","0.09","-50.0","0.49","0.05","92","0.21","2014-09-30","263020"
"Middle-earth™: Shadow of Mordor™","0","0","8","0","0.38","0.38","0.05","0.03","40.0","0.05","0.05","1771","0.17","2014-09-30","241930"
"Dark Horizons: Mechanized Corps","0","0","8","0","5.65","5.65","0.71","0.16","77.5","5.75","2.42","18","2.47","2014-09-29","266470"
"Cho Dengeki Stryker","0","0","8","0","0.72","0.72","0.09","N/A","0.0","0.15","0.28","48","0.31","2014-09-22","321190"
"Elminage Gothic","0","0","8","0","0.72","0.72","0.09","0.21","-133.3","1.10","0.80","37","0.31","2014-09-19","291960"
"Go! Go! Nippon! ~My First Trip to Japan~","0","0","8","0","0.53","0.53","0.07","0.05","28.6","0.03","0.07","87","0.24","2014-09-15","251870"
"Knight Squad","0","0","8","0","0.37","0.37","0.05","0.05","0.0","0.17","0.09","143","0.17","2014-09-12","294000"
"Lords of the Black Sun","0","0","8","0","1.10","1.10","0.14","0.14","0.0","0.11","0.69","35","0.49","2014-09-12","246940"
"Sherlock Holmes: Crimes and Punishments","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.05","0.05","311","0.17","2014-09-05","241260"
"Hatoful Boyfriend","0","0","8","0","0.82","0.82","0.10","0.08","20.0","0.18","0.04","157","0.35","2014-09-04","310080"
"Gray Matter","0","0","8","0","0.50","0.50","0.06","0.07","-16.7","0.17","0.06","67","0.21","2014-08-28","260570"
"Zero Gear","0","0","8","0","0.40","0.40","0.05","0.02","60.0","0.04","0.03","122","0.17","2014-08-26","18820"
"Ragnarok","0","0","8","0","0.91","0.91","0.11","0.11","0.0","0.49","0.19","67","0.38","2014-08-25","215100"
"Guacamelee! Super Turbo Championship Edition","0","0","8","0","0.38","0.38","0.05","0.02","60.0","0.03","0.03","183","0.17","2014-08-21","275390"
"Eldritch","0","0","8","0","0.36","0.36","0.04","0.03","25.0","0.03","0.03","179","0.14","2014-08-20","252630"
"Heroes & Legends: Conquerors of Kolhar","0","0","8","0","0.45","0.45","0.06","0.06","0.0","51.11","0.04","82","0.21","2014-08-20","306950"
"Hand of Fate","0","0","8","0","0.32","0.32","0.04","0.02","50.0","0.10","0.05","832","0.14","2014-08-13","266510"
"Heroes of a Broken Land","0","0","8","0","0.39","0.39","0.05","0.10","-100.0","0.11","0.06","43","0.17","2014-08-11","314470"
"Direct Hit: Missile War","0","0","8","0","1.53","1.53","0.19","N/A","0.0","7.28","3.49","16","0.66","2014-08-07","314760"
"Stonerid","0","0","8","0","0.27","0.27","0.03","0.02","33.3","0.03","0.03","231","0.10","2014-08-07","315920"
"Making History: The Great War","0","0","8","0","0.91","0.91","0.11","0.14","-27.3","0.25","0.52","53","0.38","2014-07-30","279140"
